nombre_original,nombre_normalizado,id,presentacion,tolerancia,match_catalogo,marca_catalogo,categoria_catalogo,precio_ref_catalogo,score,estatus
"MOLIDA MIXTA GRAMAJE: EN EMPAQUES INDIVIDUALES DE 2 KG CON TOLERANCIA DEL +/-5%. TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO ROSADO, SIN INDICIOS DE COLORACIONES VERDOSAS. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. GRAMAJE: EN EMPAQUES INDIVIDUALES DE 2 KG CON TOLERANCIA DEL 5%+/-. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA) NOM-251-SSA1-2009",MOLIDA MIXTA,INS-E964934E6C,2 kg,+/-5%,,,,,46,FALTA_EN_CATALOGO
"MOLIDA SELECTA DE RES GRAMAJE: EN EMPAQUES INDIVIDUALES DE 2 KG CON TOLERANCIA DEL +/-5% TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO ROJO, SIN INDICIOS DE COLORACIONES VERDES Y/O MARILLENTAS, SIN HEMATOMAS. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN DESCRIPCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA) NOM-251-SSA1-2009",MOLIDA SELECTA RES,INS-8B0F9517B4,2 kg,+/-5%,,,,,38,FALTA_EN_CATALOGO
"NEW YORK, GRAMAJE Y MEDIDAS: 400 GRS. CON UNA TOLERANCIA DEL +/- 10%. MEDIDAS: ENTRE 15 A 20 CM DE LARGO Y DE ENTRE 10 A 15 CM DE ANCHO, TEMPERATURA DE PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO ROJO BRILLANTE, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS, SIN HEMATOMAS, SIN DEGENERACIÓN DE LA GRASA Y ESTÁ DE COLOR BLANCO. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",NEW YORK,INS-AD88AB579B,400 grs,+/-10%,,,,,29,FALTA_EN_CATALOGO
"OSOBUCO DE TERNERA CON HUESO GRAMAJE: DE 220 GRS LA PIEZA CON TOLERANCIA DEL +/-10%. MEDIDAS: ENTRE 6 A 8 CM DE LARGO Y 4 A 5 CM DE ANCHO. TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO ROJO CEREZO BRILLANTE, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS, SIN HEMATOMAS, SIN DEGENERACIÓN DE LA GRASA Y ESTÁ DE COLOR BLANCO. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",OSOBUCO TERNERA HUESO,INS-BA32DD96D2,220 grs,+/-10%,,,,,38,FALTA_EN_CATALOGO
"PANZA DE RES GRAMAJE: EMPAQUE DE 1 KG CON TOLERANCIA DEL +/-10%. MEDIDAS: EN TROZOS DE 5 CM A 6 CM. TEMPERATURA DEL PRODUCTO: MENOR A -18°C. COLOR: CARACTERÍSTICO, CONGELADO, SIN INDICIOS DE DESCONGELAMIENTO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: FIRME. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",PANZA RES,INS-EBF44F6E29,1 kg,+/-10%,PAN BLANCO (620 GR),BIMBO,ABARROTES,98.5,70,REVISAR
"PATA DE RES PICADA (COCIDA) GRAMAJE: DE 500 A 1 KILOGRAMO CON TOLERANCIA DEL +/-15%, TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS, SIN HEMATOMAS, SIN DEGENERACIÓN DE LA GRASA Y ESTÁ DE COLOR BLANCO. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",PATA RES PICADA,INS-63B96300D3,1 kilogramo,+/-15%,,,,,38,FALTA_EN_CATALOGO
"PATO ENTERO AMERICANO PEKÍN, GRAMAJE: 1 KG LA PIEZA CON TOLERANCIA DEL +/-15%. TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO Y UNIFORME, SIN INDICIOS DE COLORACIONES VERDES, SIN HEMATOMAS. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS Y DESAGRADABLES. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO, SENSACIÓN HÚMEDA Y NO RESECA. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",PATO ENTERO AMERICANO PEKIN,INS-E7A2263204,1 kg,+/-15%,,,,,50,FALTA_EN_CATALOGO
"PATO MAGRET NATURAL, GRAMAJE 750 GRS LA PIEZA CON TOLERANCIA DEL +/-15%. TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO Y UNIFORME, SIN INDICIOS DE COLORACIONES VERDES, SIN HEMATOMAS. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS Y DESAGRADABLES. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO, SENSACIÓN HÚMEDA Y NO RESECA. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",PATO MAGRET NATURAL,INS-0A3238AC6E,750 grs,+/-15%,,,,,45,FALTA_EN_CATALOGO
"PAVO NATURAL, GRAMAJE 6 A 9 GRS LA PIEZA CON TOLERANCIA DEL +/- 15%. TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO Y UNIFORME, SIN INDICIOS DE COLORACIONES VERDES, SIN HEMATOMAS. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS Y DESAGRADABLES. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO, SENSACIÓN HÚMEDA Y NO RESECA. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA) DESCRIPCIÓN",PAVO NATURAL,INS-E279EEC088,9 grs,+/-15%,,,,,52,FALTA_EN_CATALOGO
"PECHO BRISKET (RES) GRAMAJE: 4.5 KG CON TOLERANCIA DEL +/-25%, TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO ROJO CEREZO BRILLANTE, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS, SIN HEMATOMAS, SIN DEGENERACIÓN DE LA GRASA Y ESTÁ DE COLOR BLANCO. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",PECHO BRISKET,INS-42A164EEA5,4.5 kg,+/-25%,,,,,41,FALTA_EN_CATALOGO
"PECHO DE CERDO GRAMAJE: 3.5 KG CON TOLERANCIA DEL +/-25%. TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C, COLOR: CARACTERÍSTICO ROSADO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS, SIN HEMATOMAS, SIN DEGENERACIÓN DE LA GRASA Y ESTÁ DE COLOR BLANCO. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",PECHO CERDO,INS-D04B24CCC1,3.5 kg,+/-25%,,,,,45,FALTA_EN_CATALOGO
"PECHUGA DE POLLO ENTERA CON HUESO Y PIEL GRAMAJE: DE 1 KG CON TOLERANCIA DEL +/-15% TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO Y UNIFORME, SIN INDICIOS DE COLORACIONES VERDES, SIN HEMATOMAS. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS Y DESAGRADABLES. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO, SENSACIÓN HUMEDA Y NO RESECA. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",PECHUGA POLLO ENTERA HUESO PIEL,INS-E9601A972F,1 kg,+/-15%,,,,,46,FALTA_EN_CATALOGO
"PECHUGA DE POLLO ENTERA SIN HUESO Y SIN PIEL EN TIRAS GRAMAJE: DE 1 KILOGRAMO CON TOLERANCIA DEL +/-15% TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO Y UNIFORME, SIN INDICIOS DE COLORACIONES VERDES, SIN HEMATOMAS. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS Y DESAGRADABLES. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO, SENSACIÓN HÚMEDA Y NO RESECA. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",PECHUGA POLLO ENTERA HUESO PIEL TIRAS,INS-A9BC1ECF42,1 kilogramo,+/-15%,,,,,44,FALTA_EN_CATALOGO
"PECHUGA DE POLLO SIN PIEL Y SIN HUESO (ENTERA): DE 1 KG CON TOLERANCIA DEL +/-15% TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO Y UNIFORME, SIN INDICIOS DE COLORACIONES VERDES, SIN HEMATOMAS. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS Y DESAGRADABLES. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO, SENSACIÓN HÚMEDA Y NO RESECA. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",PECHUGA POLLO PIEL HUESO,INS-591B7C271C,1 kg,+/-15%,PECHUGA SIN PIEL Y SIN HUESO CORTE MARIPOSA CONGELADA CAJA CON 5 KG,AYVI,CONGELADOS,1089.41,84,YA_EN_CATALOGO
PEPERONI REBANADO Y FRESCO GRAMAJE: LÁMINAS DE 5 GR CON TOLERANCIA DEL +/-10%. NOM-213-SSA1-2018,PEPERONI REBANADO,INS-7B9847AD02,5 gr,+/-10%,PEPERONI,GRANEL,CONGELADOS,358.5,91,YA_EN_CATALOGO
"PESCADO MERO ENTERO GRAMAJE: 300 A 350 GRS CONGELADO CON TOLERANCIA DEL +/-15%, TEMPERATURA DEL PRODUCTO: MENOR A -18°C. COLOR: CARACTERÍSTICO, SIN INDICIOS DE DESCONGELAMIENTO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS.",PESCADO MERO ENTERO,INS-A86D80CB3C,350 grs,+/-15%,,,,,43,FALTA_EN_CATALOGO
"PESCADO PARA CALDO, GRAMAJE: 80 GRS DESCONGELADO CON TOLERANCIA DEL +/-15% MEDIDAS: TALLA 5-7. TEMPERATURA DEL PRODUCTO: MENOR A -18°C. COLOR: CARACTERÍSTICO, SIN INDICIOS DE DESCONGELAMIENTO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS.",PESCADO CALDO,INS-7BE34B4BFB,80 grs,+/-15%,CALDO DE POLLO CERO SAL EN POLVO (75 G),KNORR,ABARROTES,43.95,70,REVISAR
"PESCADO SIERRA, ENTERO GRAMAJE: 250 GRS CONGELADO CON TOLERANCIA DEL +/-15%, TEMPERATURA DEL PRODUCTO: MENOR A -18°C. COLOR: CARACTERÍSTICO, SIN INDICIOS DE DESCONGELAMIENTO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. DESCRIPCIÓN",PESCADO SIERRA ENTERO,INS-C1B5DACDDB,250 grs,+/-15%,,,,,42,FALTA_EN_CATALOGO
"PICAÑA, GRAMAJE Y MEDIDAS: 400 GRS. CON UNA TOLERANCIA DEL +/-10%. MEDIDAS: ENTRE 15 A 20 CM DE LARGO Y DE ENTRE 10 A 15 CM DE ANCHO, TEMPERATURA DE PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO ROJO BRILLANTE, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS, SIN HEMATOMAS, SIN DEGENERACIÓN DE LA GRASA Y ESTÁ DE COLOR BLANCO. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",PICANA,INS-9F38752A1D,400 grs,+/-10%,CANA,A GRANEL,FRUTAS Y VERDURAS,1.23,85,YA_EN_CATALOGO
"PIERNA DE CERDO ABIERTA SIN HUESO Y SIN GRASA GRAMAJE: DE 6 KG CON TOLERANCIA DEL +/-25%. TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO ROSADO/ROJIZO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS, SIN HEMATOMAS, SIN DEGENERACIÓN DE LA GRASA Y ESTÁ DE COLOR BLANCO. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",PIERNA CERDO ABIERTA HUESO GRASA,INS-6E4215774D,6 kg,+/-25%,,,,,42,FALTA_EN_CATALOGO
"PIERNA DE CORDERO EN TROZO S/ HUESO, GRAMAJE: DE 500 G GRS CON TOLERANCIA DEL +/-25%. MEDIDAS: ANCHO DE 06CM A 08 CM Y DE LARGO 6 CM. TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO ROJO ROSADO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS, SIN HEMATOMAS. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO, SIN HUESOS FRACTURADOS. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",PIERNA CORDERO TROZO HUESO,INS-C1041C0A94,500 g,+/-25%,,,,,42,FALTA_EN_CATALOGO
"PIERNA Y MUSLO POLLO MANCUERNA GRAMAJE 1: 250 GRS LA PIEZA CON TOLERANCIA DEL +/-15%. TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO Y UNIFORME, SIN INDICIOS DE COLORACIONES VERDES, SIN HEMATOMAS. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS Y DESAGRADABLES. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO, SENSACIÓN HUMEDA Y NO RESECA. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",PIERNA MUSLO POLLO MANCUERNA,INS-6A3529F53A,250 grs,+/-15%,,,,,53,FALTA_EN_CATALOGO
"PIEZA BÁSICA DE TOCINO AHUMADO, GRAMAJE: 1.5 A 3 GRS CON TOLERANCIA DE +/-25% TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C SABOR: CARACTERÍSTICO DE LA CARNE DE CERDO COCIDA, LIGERAMENTE AHUMADA. COLOR: ROSADO-ROJIZO, SIN COLORACIONES ANORMALES. TEXTURA: CONSISTENCIA FIRME Y COMPACTA AL TACTO, AL CORTE UNIFORME Y SIN GRIETAS. OLOR: CARACTERÍSTICO DEL TOCINO AHUMADO, LIBRE DE OLORES EXTRAÑOS. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. EXENTO DE GOLPES Y HEMATOMAS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",BASICA TOCINO AHUMADO,INS-B132BADB28,3 grs,+/-25%,,,,,27,FALTA_EN_CATALOGO
"PULPA PIERNA CERDO TROZO GRAMAJE: EN TROZOS DE 5 CM CON TOLERANCIA DEL +/- 10% TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO ROSADO/ROJIZO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS, SIN HEMATOMAS, SIN DEGENERACIÓN DE LA GRASA Y ESTÁ DE COLOR BLANCO. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",PULPA PIERNA CERDO TROZO,INS-6A9075A60A,,+/-10%,PULPA DE TAMARINDO (1 LT),A GRANEL,ABARROTES,125.77,64,REVISAR
"PULPO. GRAMAJE: 1 KILO CON TOLERANCIA DEL +/-15% CADA PIEZA. TEMPERATURA DEL PRODUCTO: MENOR A -18°C, COLOR: CARACTERÍSTICO, CONGELADO, SIN INDICIOS DE DESCONGELAMIENTO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. MEDIDAS: TALLA 21/25",PULPO,INS-6425E19AD8,1 kilo,+/-15%,PULPA DE MANGO (1 LT),A GRANEL,ABARROTES,98.5,65,REVISAR
"QUESO ASADERO EN RUEDA, RUEDA DE 1KG PRIMERA CALIDAD CON TOLERANCIA DE +/-10% DESCRIPCIÓN",QUESO ASADERO RUEDA RUEDA,INS-2F8A8AB935,1 kg,+/-10%,QUESO ANEJO,A GRANEL,LACTEOS,202.35,66,REVISAR
"QUESO AZUL, EMPAQUE CON 100 GR CON TOLERANCIA DE +/-10%",QUESO AZUL EMPAQUE,INS-737C63C6D4,100 gr,+/-10%,QUESO CREMA (1.9 KG),PHILADELPHIA,LACTEOS,638.5,72,REVISAR
"QUESO BRIE SEMIDURO CREMOSO DE LECHE ENTERA DE VACA, EMPAQUE CON 198 GR",QUESO BRIE SEMIDURO CREMOSO LECHE ENTERA VACA EMPAQUE,INS-47698CF577,198 gr,,,,,,59,FALTA_EN_CATALOGO
QUESO BURRATA MOZARELLA DE 1KG PRIMERA CALIDAD CON TOLERANCIA DE +/-10%,QUESO BURRATA MOZARELLA,INS-4EB320C201,1 kg,+/-10%,QUESO PANELA (1 KG),A GRANEL,LACTEOS,380.32,69,REVISAR
QUESO CAMEMBER DE 1KG PRIMERA CALIDAD CON TOLERANCIA DE +/-10%,QUESO CAMEMBER,INS-89BFF68E6D,1 kg,+/-10%,QUESO CREMA (1.9 KG),PHILADELPHIA,LACTEOS,638.5,70,REVISAR
QUESO CHEDAR 1KG,QUESO CHEDAR,INS-E139448E35,1 kg,,QUESO CREMA (1.9 KG),PHILADELPHIA,LACTEOS,638.5,76,REVISAR
"QUESO CHÉDAR SEMI-SUAVE, TETRA PACK 907GR CON TOLERANCIA A +/- 10%",QUESO CHEDAR SEMI SUAVE TETRA PACK,INS-7B20851F70,907 gr,+/-10%,QUESO DE CABRA CENIZA (140 GR),FLAVEUR,LACTEOS,116.68,62,REVISAR
"QUESO CREMA SUAVE, CAJA CON 180GR CON TOLERANCIA DE +/-10%",QUESO CREMA SUAVE,INS-7093EB67A7,180 gr,+/-10%,QUESO CREMA (1.9 KG),PHILADELPHIA,LACTEOS,638.5,98,YA_EN_CATALOGO
QUESO DE CABRA CENIZA 1KG,QUESO CABRA CENIZA,INS-FA05FEAE03,1 kg,,QUESO DE CABRA CENIZA (140 GR),FLAVEUR,LACTEOS,116.68,100,YA_EN_CATALOGO
"QUESO DE CABRA NATURAL, EMPAQUE CON 150 GR CON TOLERANCIA DE +/-10%",QUESO CABRA NATURAL EMPAQUE,INS-7E96FE42C4,150 gr,+/-10%,QUESO DE CABRA CENIZA (140 GR),FLAVEUR,LACTEOS,116.68,90,YA_EN_CATALOGO
"QUESO DE PROVOLONE, EMPAQUE CON 226 GR CON TOLERANCIA DE +/- 10%",QUESO PROVOLONE EMPAQUE,INS-23DBF27A0D,226 gr,+/-10%,QUESO PANELA (1 KG),A GRANEL,LACTEOS,380.32,69,REVISAR
"QUESO FETA DESMORONADO, PRESENTACIÓN EN BOTE DE 680GRS, CON TOLERANCIA DE +/- 10%",QUESO FETA DESMORONADO,INS-DA32F8F7E5,680 grs,+/-10%,QUESO CREMA (1.9 KG),PHILADELPHIA,LACTEOS,638.5,68,REVISAR
"QUESO FRESCO EN RUEDA, RUEDA DE 1KG PRIMERA CALIDAD CON TOLERANCIA DE +/-10% DEBERÁ CUMPLIR: NOM-243-SSA1-2010",QUESO RUEDA RUEDA,INS-0598DE515C,1 kg,+/-10%,QUESO MANCHEGO REDUCIDO EN GRASA (400 G),NOCHE BUENA,LACTEOS,262.14,65,REVISAR
"QUESO GOUDA. CON UNA TOLERANCIA DEL +/-10%, . OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS.",QUESO GOUDA,INS-52849E1B70,,+/-10%,QUESO COTIJA,A GRANEL,LACTEOS,243.72,68,REVISAR
QUESO GRULLER 1 KG.,QUESO GRULLER,INS-123B32327F,1 kg,,QUESO AMARILLO ESTILO AMERCANO (10 REBANADAS),LA VILLITA,LACTEOS,65.77,66,REVISAR
QUESO GRULLER PRESENTACIÓN: BARRA DE 250 GRS,QUESO GRULLER,INS-2860666235,250 grs,,QUESO AMARILLO ESTILO AMERCANO (10 REBANADAS),LA VILLITA,LACTEOS,65.77,66,REVISAR
QUESO HOLANDÉS 1KG,QUESO HOLANDES,INS-F2A40F1FFC,1 kg,,QUESO ANEJO,A GRANEL,LACTEOS,202.35,70,REVISAR
